Intersection,City,State,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopH,WalkComH,HseHldH,WalkComPctH,PopQ,WalkComQ,HseHldQ,WalkComPctQ,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsH,SchoolsQ,SchoolsT,Signal,MaxSlope,EmpSF_H,EmpSF_Q,EmpSF_T,EmpH,EmpQ,EmpT,StMetersH,StSegH,StMetersQ,StSegQ,StMetersT,StSegT,logPopH,logWalkComH,logHseHldH,logWalkComPctH,logPopQ,logWalkComQ,logHseHldQ,logWalkComPctQ,logPopT,logWalkComT,logHseHldT,logMaxSlope,logEmpSF_H,logEmpSF_Q,logEmpSF_T,logEmpH,logEmpQ,logEmpT,logStMetersH,logStSegH,logStMetersQ,logStSegQ,logStMetersT,logStSegT
4th & Q St,0,CA,40.80473,-124.154767,1,Humboldt,189853,12.15400537,2423.499765,130.1375894,939.2936434,0.132190124,560.2774476,31.33191383,199.7876853,0.144800662,93.19649491,5.433119789,31.44659769,1,0,0,0,2,1,0,0,0.0257,1410000,505000,86250,5178,1017,197,28430.93638,310,28430.93638,310,10535.36155,129,7.792968371,4.868599955,6.845129214,-2.015977669,6.328433888,3.444669105,5.297260234,-1.925514919,4.534720843,1.692697555,3.448322595,-3.623091714,14.15910026,13.13231371,11.36500535,8.552174353,6.924613379,5.283208805,10.25523314,5.736572297,10.25523314,5.736572297,9.262492644,4.859812404
4th & R St,0,CA,40.804722,-124.153672,1,Humboldt,174627,12.07040756,2326.424125,121.4828612,915.9496935,0.129553421,588.3724112,32.24422474,214.9827025,0.141243344,92.97929801,5.23379065,32.94446005,1,1,0,1,2,1,0,0,0.022,1290000,415000,153750,4394,901,251,27069.69814,300,27069.69814,300,11024.35818,135,7.752088087,4.799781424,6.819962535,-2.035972781,6.377361799,3.473369962,5.370562223,-1.950215998,4.532387621,1.655326853,3.494853468,-3.772261063,14.07015278,12.9360338,11.94308319,8.387995481,6.803506367,5.525456923,10.20617023,5.703782475,10.20617023,5.703782475,9.307862483,4.905274778
4th & S St,0,CA,40.804682,-124.152589,1,Humboldt,179228,12.09641402,2233.630956,113.0408876,896.0792926,0.126219654,601.4269721,32.19547146,225.9219789,0.137293546,92.81940241,5.087033629,34.04728208,1,0,0,1,2,1,0,0,0.0236,1226250,388750,166250,3826,912,293,26111.64978,292,26111.64978,292,12116.09129,141,7.711384219,4.727758437,6.798030021,-2.061840124,6.399306781,3.471856865,5.42019414,-1.978376708,4.530666469,1.626891435,3.527779578,-3.705008836,14.01947129,12.87069175,12.02124796,8.249575411,6.815641087,5.680176022,10.17013685,5.676753802,10.17013685,5.676753802,9.402289707,4.94875989
4th & T St,0,CA,40.80473,-124.151516,1,Humboldt,78075,11.26542519,2108.673573,103.2893853,864.015401,0.122577097,598.8789442,31.38863447,230.7945205,0.133943876,92.87514428,5.138182892,33.66292634,1,0,0,1,2,1,0,0,0.0251,1102500,377500,150000,3368,1259,319,23991.08202,273,23991.08202,273,11861.09816,134,7.653814865,4.637544297,6.761591751,-2.090890053,6.395061151,3.446477726,5.441532126,-2.00289632,4.531266824,1.636894096,3.516426829,-3.645819965,13.91309089,12.84132585,11.91839058,8.122074672,7.138073828,5.765194238,10.08543746,5.609471795,10.08543746,5.609471795,9.381019262,4.8978398
4th & U St,0,CA,40.80473,-124.150411,1,Humboldt,39037,10.57226522,2022.215591,96.02136237,848.7475232,0.118469119,593.4292936,30.2831713,235.8526884,0.129840702,92.8814109,5.143939705,33.6196615,1,0,0,1,2,1,0,0,0.0195,1018750,365000,142500,2605,1249,282,22774.82841,259,22774.82841,259,10825.10616,122,7.611949511,4.564581106,6.743762939,-2.124697361,6.385919757,3.410625177,5.463211648,-2.033774711,4.531334294,1.63801365,3.515140804,-3.887330393,13.83408694,12.80765264,11.86709729,7.865188338,7.130099311,5.641910617,10.03341119,5.556828062,10.03341119,5.556828062,9.28962336,4.804021045
4th & V St,0,CA,40.804706,-124.149357,1,Humboldt,101020,11.52307381,1962.781224,90.52022699,841.7914489,0.114425613,583.9202611,28.94415405,239.624402,0.125550646,92.86032369,5.12458738,33.76508477,1,0,0,1,2,1,0,1,0.0289,901250,330000,130000,2310,1216,269,22172.60412,252,22172.60412,252,10085.53619,107,7.582118248,4.505584376,6.735533486,-2.159129003,6.369766147,3.3654028,5.479076879,-2.067112687,4.531107237,1.634245129,3.51945689,-3.509896799,13.71153797,12.70684794,11.77528974,7.745003236,7.103322885,5.594715097,10.00661276,5.529429088,10.00661276,5.529429088,9.218857616,4.672828834
Pasadena Ave & St&e St,0,CA,34.125755,-118.154464,7,Los Angeles,4219,8.347353649,5243.482366,11.7137642,2417.792482,0.00441429,1441.676185,0.410676596,701.536203,0.000606942,257.0423208,0,133.3247735,1,0,0,1,1,1,0,0,0.0216,2196250,96250,0,2414,322,3,30577.29217,354,30577.29217,354,8529.279707,90,8.564741321,2.460849944,7.790610619,-5.21871351,7.273562427,-0.887517199,6.553273932,-6.433422285,5.549244634,-6.907755279,4.892795558,-3.789805373,14.60226192,11.47470426,-6.907755279,7.789040816,5.774554651,1.098945566,10.32801293,5.869296913,10.32801293,5.869296913,9.051260195,4.49980967
5th & M St,0,CA,40.803021,-124.158361,1,Humboldt,280278,12.54353725,3370.603143,187.5431929,1331.129647,0.128009691,815.2213604,47.59557176,289.7068604,0.143248638,93.31015676,5.537449515,30.66259358,1,0,1,1,1,0,0,0,0.0223,2765000,772500,160000,7388,3238,297,34521.16064,396,34521.16064,396,12333.32516,140,8.122847278,5.234014513,7.193783971,-2.047867753,6.703460911,3.862760737,5.668873037,-1.936216816,4.53593968,1.711714591,3.423076074,-3.759301918,14.83255119,13.55738729,11.9829291,8.907612477,8.082711443,5.693735506,10.44932777,5.981414211,10.44932777,5.981414211,9.42006024,4.941642423
N St,0,CA,40.803104,-124.157307,1,Humboldt,297582,12.6034451,3273.074386,181.3226475,1288.75855,0.129081376,780.6149925,44.35884713,278.4323044,0.141811508,93.31016266,5.537449866,30.66259552,1,0,0,1,1,0,0,0,0.0234,2295000,557500,161250,6611,1950,304,33355.42085,381,33355.42085,381,11977.5694,137,8.093485307,5.200283542,7.161435446,-2.039595058,6.660083342,3.792334716,5.629178549,-1.946229644,4.535939743,1.711714654,3.423076137,-3.713172147,14.6462434,13.23121778,11.99071124,8.796490359,7.575585164,5.717030991,10.41497558,5.942799375,10.41497558,5.942799375,9.390790963,4.919980926
5th St,0,CA,37.484258,-119.96481,10,Mariposa,400263,12.89987711,70.03180979,0,31.61756058,0,17.42855079,0,7.853084764,0,2.810466639,0,1.271078174,1,0,0,1,3,1,0,0,0.0711,488750,337500,165000,1329,644,369,17139.1617,125,17139.1617,125,7723.754318,57,4.248963843,-6.907755279,3.453744308,-6.907755279,2.858167087,-6.907755279,2.061033749,-6.907755279,1.033706283,-6.907755279,0.240651921,-2.629701235,13.09960639,12.72932079,12.01370076,7.192182811,6.467700279,5.910799354,9.749121282,4.828313737,9.749121282,4.828313737,8.952055835,4.043051268
5th Street & Hwy 140,0,CA,37.25507,-120.997812,10,Merced,25337,10.1400211,2183.371463,53.2278427,784.9371306,0.080694641,683.2305407,23.97134231,246.9632982,0.136873503,118.1430595,4.323857938,42.47554563,1,0,0,1,2,0,0,0,0.0089,173750,101250,26250,746,428,217,25587.64209,227,25587.64209,227,8538.656703,84,7.688625962,3.974600406,6.6656049,-2.504766875,6.526833808,3.176900762,5.509243784,-1.981418659,4.771904723,1.464379293,3.748952056,-4.615220522,12.06537277,11.52534799,10.17542131,6.614726941,6.059125532,5.379901962,10.14986478,5.424950017,10.14986478,5.424950017,9.05235898,4.430816799
5th & A St,0,CA,40.80119,-124.171321,1,Humboldt,211867,12.263714,2288.487666,191.1373334,997.9746354,0.185846813,471.1250472,49.8641486,195.2385296,0.260184396,40.2482843,2.344304518,15.22480911,1,0,1,1,1,0,0,0,0.0268,2925000,821250,202500,8136,2192,444,30438.15034,349,30438.15034,349,11507.91621,127,7.735646907,5.252997425,6.905728863,-1.677466181,6.155125674,3.909322334,5.274227162,-1.342528623,3.695092222,0.852415252,2.722991956,-3.582719258,14.88880504,13.61858285,12.21849517,9.004054061,7.692570104,6.095826815,10.32345205,5.855071922,10.32345205,5.855071922,9.350790444,4.844187086
B St,0,CA,40.80132,-124.170249,1,Humboldt,154220,11.94613544,2570.333646,206.3060471,1114.510498,0.176791751,532.3047192,52.30466052,226.3035944,0.232286518,40.24828775,2.344304718,15.22481042,1,0,0,1,1,0,0,0,0.0274,2981250,1233750,182500,8173,2725,721,30580.03172,357,30580.03172,357,12180.58116,134,7.851791382,5.329365579,7.016171469,-1.727142354,6.277217984,3.957104597,5.421881855,-1.45548789,3.695092308,0.852415337,2.722992042,-3.561366134,14.90785323,14.02556887,12.11450546,9.00859144,7.910224074,6.580640524,10.32810252,5.877735782,10.32810252,5.877735782,9.407598254,4.8978398
5th & C St,0,CA,40.801506,-124.169213,1,Humboldt,215219,12.2794114,2820.430465,218.6306376,1213.416979,0.169619505,569.859407,50.26734253,246.8954361,0.202181809,40.24828531,2.344304576,15.22480949,1,0,0,1,1,0,0,0,0.0231,3033750,1632500,108750,8589,3108,579,32557.20056,381,32557.20056,381,12746.14554,145,7.944645154,5.387388294,7.101196432,-1.768319318,6.345391431,3.917375506,5.508968962,-1.59365409,3.695092247,0.852415277,2.722991981,-3.725543438,14.92531004,14.30562314,11.59680696,9.05823771,8.041735033,6.361304205,10.39075384,5.942799375,10.39075384,5.942799375,9.452984194,4.976733742
5th & Commercial,0,CA,40.800915,-124.173483,1,Humboldt,103799,11.55021163,1784.322107,164.0675651,771.2152887,0.211854333,348.7308081,34.56665554,137.662309,0.259583482,40.24828513,2.344304566,15.22480943,1,0,0,1,0,0,0,0,0.0088,2487500,471250,158750,6134,1621,296,26796.59071,302,26796.59071,302,9553.703893,106,7.48679441,5.100284421,6.647968864,-1.547147231,5.854303169,3.542918434,4.924810914,-1.344832001,3.695092243,0.852415272,2.722991977,-4.625372893,14.72678875,13.06314402,11.97508592,8.721602508,7.390799139,5.690362833,10.19602995,5.710427017,10.19602995,5.710427017,9.1646842,4.663439094
5th & D St,0,CA,40.801632,-124.168122,1,Humboldt,214787,12.27740212,3109.977191,233.1338634,1326.44914,0.163188158,606.7558954,45.84715127,267.3025121,0.167913072,40.24828611,2.344304623,15.2248098,1,0,0,1,1,1,0,0,0.026,3150000,1932500,255000,8302,3740,833,33995.6465,396,33995.6465,396,12941.712,154,8.042370993,5.451617099,7.190261586,-1.806742203,6.408128209,3.825334877,5.588384762,-1.778371063,3.695092267,0.852415297,2.722992001,-3.611918413,14.96291301,14.47432506,12.44901883,9.024251849,8.226841158,6.725034843,10.43398775,5.981414211,10.43398775,5.981414211,9.468210862,5.036952602
E St,0,CA,40.801801,-124.16707,1,Humboldt,476164,13.07351761,3308.966414,240.3567994,1399.756765,0.157967348,641.6375415,40.27458724,280.8041077,0.137213141,40.24828555,2.34430459,15.22480959,1,1,0,1,1,1,0,1,0.033,3155000,2157500,340000,8432,4497,610,35173.76548,411,35173.76548,411,13358.55078,157,8.10439146,5.482128644,7.244054476,-1.839056453,6.464025126,3.69574551,5.637660862,-1.978958285,3.695092253,0.852415283,2.722991987,-3.381394754,14.96449905,14.5844607,12.7367009,9.039789389,8.411166009,6.413460597,10.46805578,6.018593214,10.46805578,6.018593214,9.499911967,5.056245805
5th & F St,0,CA,40.801937,-124.166,1,Humboldt,499163,13.12068798,3477.962865,244.4900864,1459.293028,0.153020416,701.7420083,38.97104421,299.9687113,0.120809098,40.24828501,2.344304559,15.22480938,1,0,0,1,1,1,0,1,0.05,3163750,2123750,418750,8458,4994,702,36070.73408,416,36070.73408,416,13565.7697,160,8.154202305,5.499178852,7.285708056,-1.870670117,6.553567252,3.662844574,5.703681507,-2.10530023,3.69509224,0.852415269,2.722991973,-2.975929646,14.96726859,14.56869395,12.94502936,9.042868136,8.515992671,6.553934829,10.49323713,6.03068526,10.49323713,6.03068526,9.515304965,5.075173815
5th & G St,0,CA,40.802093,-124.16493,1,Humboldt,485608,13.093157,3591.125216,243.4616098,1493.457504,0.147981804,761.986195,41.61602603,314.5029044,0.119877347,47.67203557,2.791049291,17.38467022,1,0,0,1,1,1,0,1,0.0385,3088750,2093750,438750,8121,5771,857,36812.81407,420,36812.81407,420,13283.03055,157,8.186221142,5.494963377,7.308849853,-1.9039311,6.635929751,3.728509363,5.750996491,-2.112978909,3.864365946,1.026775839,2.855646316,-3.231454607,14.94327704,14.55446728,12.99168506,9.002208701,8.660600828,6.753439085,10.51360127,6.040254711,10.51360127,6.040254711,9.494242601,5.056245805
5th & H St,0,CA,40.802294,-124.163854,1,Humboldt,489992,13.10214435,3632.4129,235.6692651,1495.075722,0.142262911,807.8929317,46.11273746,320.4994075,0.127439895,65.93287457,3.889945807,22.69746603,2,0,0,1,1,1,0,1,0.0334,3062500,2026250,462500,7970,5346,1856,36546.34657,417,36546.34657,417,12813.61794,153,8.197652693,5.462433646,7.309932804,-1.943073796,6.694430777,3.831110898,5.769883548,-2.052294227,4.188652339,1.358652266,3.122297346,-3.369698715,14.93474213,14.52169735,13.04440184,8.983439897,8.584104084,7.526179452,10.5063365,6.033086222,10.5063365,6.033086222,9.458263786,5.030437921
5th & I St,0,CA,40.802416,-124.162728,1,Humboldt,562490,13.24012864,3669.14571,224.6291682,1494.315879,0.134938403,871.5484377,51.42237083,334.5836706,0.13346266,84.97445535,5.035825617,28.23741042,2,0,0,1,1,0,0,1,0.0252,3065000,1716250,265000,7853,4901,1650,36526.37654,418,36526.37654,418,12554.09169,148,8.20771441,5.414455353,7.309424444,-1.995553414,6.77027259,3.940092755,5.812889973,-2.006468739,4.442362454,1.616776046,3.340683123,-3.641995868,14.93555813,14.35565224,12.48748511,8.968651031,8.497194749,7.408531173,10.50578992,6.035481433,10.50578992,6.035481433,9.437801922,4.997212274
5th & J St,0,CA,40.802548,-124.161617,1,Humboldt,288137,12.57119134,3666.417236,212.862446,1478.05708,0.128881623,900.078332,54.02541,335.5281465,0.138275181,93.31015507,5.537449415,30.66259303,1,0,1,1,1,0,0,1,0.0276,2938750,1272500,262500,7657,4270,2318,35126.49767,406,35126.49767,406,12398.34299,145,8.206970507,5.360650862,7.298484397,-2.041131832,6.802482906,3.989473001,5.815708827,-1.971303583,4.535939662,1.711714573,3.423076056,-3.554348561,14.89349488,14.05649403,12.47800636,8.943375672,8.35936934,7.748460455,10.46671104,6.00635316,10.46671104,6.00635316,9.425318112,4.976733742
5th & K St,0,CA,40.80272,-124.160534,1,Humboldt,224551,12.32185814,3589.491384,201.0087918,1436.520018,0.125451274,891.8717582,53.80206823,323.9314655,0.142037232,93.31015955,5.537449681,30.6625945,1,0,0,1,1,0,0,0,0.03,2945000,1108750,182500,7573,3938,1388,35089.23309,406,35089.23309,406,12605.42342,144,8.185766074,5.303353622,7.26997951,-2.067898234,6.793323475,3.985330496,5.780535054,-1.944650319,4.53593971,1.711714621,3.423076104,-3.473768074,14.89561938,13.91874381,12.11450546,8.932344701,8.278428513,7.235619862,10.46564961,6.00635316,10.46564961,6.00635316,9.441882431,4.9698133
5th & L St,0,CA,40.802867,-124.159439,1,Humboldt,271240,12.51075932,3490.177331,194.385861,1386.865355,0.126371039,867.8270789,51.77203503,310.1650365,0.143422604,93.31016106,5.537449771,30.662595,1,0,0,1,2,0,0,1,0.0286,2900000,888750,262500,7242,3671,1033,34670.1281,403,34670.1281,403,12364.77996,140,8.157708112,5.269850302,7.23480206,-2.060650886,6.765993629,3.946869454,5.737107756,-1.935011527,4.535939726,1.711714637,3.42307612,-3.519980918,14.8802213,13.69757126,12.47800636,8.887652828,8.208219656,6.940223437,10.45363373,5.998936562,10.45363373,5.998936562,9.422607384,4.941642423
5th & O St.,0,CA,40.803297,-124.156213,1,Humboldt,180979,12.10613629,3112.136282,171.0660609,1222.401966,0.130043512,734.9594062,40.53469295,264.2141355,0.140049765,93.30780789,5.535290046,30.67882441,1,0,0,1,2,0,0,0,0.0149,1745000,528750,66250,5769,1682,165,32997.33203,371,32997.33203,371,11768.34607,135,8.043064998,5.142055649,7.108573844,-2.032225861,6.599816629,3.702182893,5.576763678,-1.958642508,4.535914507,1.71132461,3.423605253,-4.14143617,14.37226511,13.17827101,11.10119076,8.660254208,7.427739435,5.105951534,10.40418199,5.916202063,10.40418199,5.916202063,9.373168669,4.905274778
5th & P St,0,CA,40.803433,-124.155164,1,Humboldt,121206,11.70524686,2970.625793,160.8844549,1169.307171,0.129809744,713.4906768,38.42948344,261.5169295,0.137367762,93.10382663,5.348075371,32.08566505,1,0,0,0,2,1,0,0,0.0212,1540000,495000,88750,5358,966,176,31487.56336,351,31487.56336,351,11254.15586,131,7.996528251,5.080692652,7.064167546,-2.034011345,6.570170772,3.648850984,5.566502845,-1.977840196,4.533726026,1.676923718,3.468440525,-3.80766299,14.24729298,13.11231304,11.39357872,8.586346237,6.873164869,5.170489677,10.35734793,5.860786223,10.35734793,5.860786223,9.32849275,4.875197323
5th & R St,0,CA,40.803916,-124.153648,1,Humboldt,158750,11.97508592,2620.873955,136.4389392,1043.358419,0.12740283,656.4821242,34.72469362,247.8903733,0.134862399,92.62133856,4.905245411,35.41334926,1,0,0,1,2,1,0,1,0.0211,1390000,392500,108750,4897,883,184,28909.96345,324,28909.96345,324,11659.91744,137,7.871263493,4.915884512,6.950200997,-2.052582846,6.486896988,3.547479863,5.512990639,-1.996112677,4.52853035,1.590508967,3.567117084,-3.81217767,14.14481431,12.88029182,11.59680696,8.496378256,6.783326333,5.214941192,10.27194157,5.780743516,10.27194157,5.780743516,9.363912379,4.919980926
5th & S St,0,CA,40.803951,-124.15261,1,Humboldt,86267,11.36520243,2494.578345,125.7825576,1008.454229,0.124331922,644.1250873,33.21656617,250.9214762,0.130979022,92.17546292,4.496015166,38.48854852,1,0,0,1,2,1,1,0,0.0192,1305000,367500,137500,3922,1244,253,27840.73775,317,27840.73775,317,11858.08366,138,7.821875395,4.834562633,6.916174962,-2.076789687,6.467894495,3.503078838,5.525144032,-2.025112293,4.523704815,1.50341388,3.650386737,-3.902072675,14.0817136,12.8144786,11.8313792,8.274357262,7.126088077,5.533393441,10.23425561,5.758901774,10.23425561,5.758901774,9.38076508,4.927253685
5th & T St,0,CA,40.803906,-124.151516,1,Humboldt,68036,11.12779227,2373.349483,115.1401877,980.0216589,0.120100302,630.659921,31.43621225,255.3393014,0.125951418,91.83071974,4.179607082,40.86622553,1,0,0,1,2,1,1,0,0.0268,1112500,401250,87500,3384,1242,206,26036.99227,297,26036.99227,297,10626.29525,125,7.772057942,4.746159094,6.887575693,-2.111136135,6.44676835,3.447992295,5.542597171,-2.063950801,4.519957769,1.430456471,3.71032841,-3.582719258,13.92212029,12.90233996,11.37939408,8.126814016,7.124479068,5.327881023,10.16727359,5.693732139,10.16727359,5.693732139,9.271086893,4.828313737
US 50  &  4th St,0,CA,38.916198,-120.000009,3,El Dorado,19456,9.875910836,1366.572182,7.240872556,543.0884864,0.011935746,364.0956402,0,134.5489647,0,58.40825003,0,21.55906487,1,0,0,0,1,0,0,0,0.047,2101250,683750,60000,4583,1211,165,24919.96225,215,24919.96225,215,8587.098131,69,7.220061558,1.979879813,6.297274106,-4.347760796,5.897419327,-6.907755279,4.901935615,-6.907755279,4.067474268,-6.907755279,3.070842755,-3.036554268,14.55804296,13.43534763,11.00209986,8.430109303,7.099202569,5.105951534,10.12342446,5.370638028,10.12342446,5.370638028,9.058016138,4.234106505
5th & U St,0,CA,40.803888,-124.150333,1,Humboldt,31707,10.36429279,2250.323116,104.7774019,952.8329616,0.115252835,610.4344742,29.23797687,257.9109273,0.120350714,91.81424649,4.164490686,40.97981644,1,0,0,0,2,2,0,0,0.0483,1047500,403750,118750,2576,1311,258,24719.53259,282,24719.53259,282,10775.81833,117,7.718829537,4.651847662,6.859440661,-2.151987848,6.414172595,3.375502644,5.55261816,-2.109070463,4.519778368,1.42683408,3.713104066,-3.009831198,13.86191693,12.90855116,11.68477573,7.853993475,7.178546247,5.552963461,10.115349,5.641907071,10.115349,5.641907071,9.285059859,4.762173935
5th & V St,0,CA,40.80388,-124.149357,1,Humboldt,57363,10.95715479,2180.147896,98.77277553,940.8942978,0.111512911,595.5922266,27.56692997,260.2799774,0.115757515,91.80806854,4.158823103,41.02240367,2,0,0,1,2,2,0,1,0.0284,968750,4.00E+05,37500,2408,1387,98,24370.3535,273,24370.3535,273,9862.359703,106,7.687148455,4.59283214,6.846831866,-2.184687298,6.389557928,3.31665314,5.56176173,-2.147656016,4.519711079,1.42547255,3.714142725,-3.526760605,13.78376186,12.89921983,10.53209624,7.786552222,7.234899141,4.584977683,10.10112265,5.609471795,10.10112265,5.609471795,9.19648074,4.663439094
6th St,0,CA,37.484922,-119.965425,10,Mariposa,764758,13.54731472,69.83580699,0,31.48945938,0,17.41699322,0,7.845531029,0,2.808716626,0,1.269934446,1,0,0,1,3,1,0,0,0.1061,552500,406250,118750,1432,736,324,18367.92226,135,18367.92226,135,8830.870895,68,4.246161192,-6.907755279,3.449684623,-6.907755279,2.857503765,-6.907755279,2.060071527,-6.907755279,1.033083633,-6.907755279,0.239752414,-2.233992302,13.22220871,12.91472402,11.68477573,7.266828046,6.601231477,5.780746602,9.818361067,4.905274778,9.818361067,4.905274778,9.086008918,4.219507705
6th & Broadway,0,CA,40.799813,-124.175106,1,Humboldt,30270,10.31791244,1687.748256,167.3594756,715.7154182,0.235337357,308.4926316,26.4595891,120.1176517,0.227094218,40.24828451,2.344304529,15.22480919,1,1,0,0,0,0,0,1,0.0072,1740000,527500,83750,5316,1940,167,26018.18479,278,26018.18479,278,8112.836151,87,7.431151119,5.120150022,6.573284025,-1.442495015,5.7317012,3.275656422,4.788480018,-1.477996499,3.695092228,0.852415257,2.722991961,-4.803621125,14.36939567,13.17590415,11.33559146,8.578476608,7.570443768,5.1179998,10.16655099,5.627621114,10.16655099,5.627621114,9.001202796,4.465908119
7th St,0,CA,37.485586,-119.966023,10,Mariposa,473501,13.06790931,69.59538027,0,31.33232414,0,17.37376429,0,7.817277967,0,2.789787919,0,1.257563235,1,0,0,1,3,1,0,0,0.0866,587500,412500,126250,1494,786,282,19434.09599,140,19434.09599,140,6799.12755,70,4.242712558,-6.907755279,3.4446822,-6.907755279,2.855018825,-6.907755279,2.056464321,-6.907755279,1.026323964,-6.907755279,0.229970781,-2.434974281,13.28363153,12.92999149,11.74601936,7.309213035,6.666958065,5.641910617,9.874784328,4.941642423,9.874784328,4.941642423,8.824549582,4.248495242
8th Street,0,CA,37.487146,-119.967675,10,Mariposa,239962,12.38823586,69.89340755,0,31.52710529,0,17.43945438,0,7.860211132,0,2.789365544,0,1.257287171,1,0,0,1,3,1,0,0,0.1127,657500,303750,138750,1635,1006,191,18289.37441,143,18289.37441,143,8726.053479,90,4.24698564,-6.907755279,3.450879379,-6.907755279,2.858792472,-6.907755279,2.061940683,-6.907755279,1.026172607,-6.907755279,0.229751408,-2.174191878,13.39620004,12.62396028,11.84042904,7.399398695,6.913738345,5.252278664,9.814075537,4.96284463,9.814075537,4.96284463,9.074068482,4.49980967
9th street & D street,0,CA,37.634451,-120.993816,10,Stanislaus,17338,9.760655961,2490.541204,31.11757089,802.4673896,0.050269518,428.163906,9.72106307,170.7358185,0.080196641,42.89237161,1.83979054,20.81488513,1,0,0,1,1,0,0,0,0.0096,1616250,262500,31250,5837,1958,65,30802.50713,360,30802.50713,360,6999.740932,69,7.820255719,3.437804776,6.687692464,-2.970658896,6.059508416,2.274397846,5.140123298,-2.5108814,3.758717306,0.610195121,3.035716403,-4.546901278,14.29561921,12.47800636,10.34977469,8.671972417,7.579679334,4.174402654,10.33535137,5.886104031,10.33535137,5.886104031,8.853628418,4.234106505
A St,0,CA,40.802052,-124.171563,1,Humboldt,194974,12.1806215,1914.785666,160.744754,827.5784588,0.189742385,340.9393492,31.54343218,135.3104995,0.239537156,40.24828677,2.344304661,15.22481005,1,0,0,1,1,0,0,0,0.0156,2886250,933750,207500,7900,2537,487,27422.26551,314,27422.26551,314,10442.91287,120,7.557361494,5.079823949,6.718505125,-1.656831531,5.831707533,3.451397097,4.907579524,-1.424880707,3.695092284,0.852415313,2.722992017,-4.098352584,14.87546864,13.74696402,12.24288662,8.974618165,7.838737954,6.188266176,10.21911057,5.749392986,10.21911057,5.749392986,9.253678833,4.787491743
Alex&er,0,CA,40.415917,-120.650756,2,Lassen,104834,11.56013344,1784.553459,70.56602641,815.3242986,0.116076419,482.6915477,19.80506953,215.9716419,0.131580267,81.92620811,3.556815728,36.07995293,1,1,0,0,4,0,0,1,0.0303,548750,263750,76250,1490,557,109,29067.02211,288,29067.02211,288,7954.586516,80,7.48692406,4.256562987,6.703587173,-2.144928402,6.179379904,2.985988433,5.375151742,-2.020567028,4.405831147,1.269146797,3.585765106,-3.464137181,13.21539825,12.48275697,11.24177271,7.30653207,6.322567035,4.691357056,10.27735955,5.66296048,10.27735955,5.66296048,8.981503962,4.382026635
Alhambra & E,0,CA,38.578215,-121.462805,3,Sacramento,145702,11.88931873,4764.128152,80.96144926,2573.868021,0.027238782,1470.328583,24.53373129,786.2538386,0.026474143,235.6088046,3.892598613,125.6648393,0,1,1,1,1,0,0,0,0.0035,3017500,425000,97500,4820,665,109,31748.86707,301,31748.86707,301,10727.0635,108,8.46887004,4.393985458,7.853165501,-3.567058998,7.293241861,3.200089717,6.667280962,-3.594509971,5.462177066,1.359333823,4.833626315,-5.403677882,14.91993923,12.95984445,11.48760767,8.480529415,6.499788544,4.691357056,10.36561232,5.707110265,10.36561232,5.707110265,9.280525126,4.682131227
Alhambra & H,0,CA,38.575045,-121.464458,3,Sacramento,368850,12.81814534,5753.177313,86.0601892,3191.667858,0.024468131,1390.377583,6.708868898,757.4411038,0.00757422,222.4391212,0.919484373,122.2511062,0,2,0,1,1,1,1,0,0.0029,5071250,1291250,222500,6724,2560,312,38735.83255,392,38735.83255,392,11400.92509,131,8.657507731,4.455058546,8.068299212,-3.67032739,7.237331351,1.903579412,6.629947104,-4.758995252,5.404657947,-0.082855255,4.806085357,-5.546778726,15.43909789,14.0711213,12.31268239,8.813438643,7.847762928,5.743006393,10.56452036,5.97126184,10.56452036,5.97126184,9.341449779,4.875197323
Alhambra & J,0,CA,38.572847,-121.465273,3,Sacramento,583958,13.27758434,5629.532367,82.04487647,3158.953349,0.024294399,1196.962558,5.331814668,651.7401242,0.007390251,178.6067879,0.987333503,100.2201006,1,1,0,1,2,1,0,0,0.0032,5815000,2943750,486250,8864,3749,831,40995.40975,446,40995.40975,446,12186.25316,137,8.635781834,4.40727856,8.05799635,-3.677172307,7.087543261,1.673879179,6.479647434,-4.780684842,5.185192273,-0.011735085,4.607378751,-5.472670754,15.57595134,14.89519484,13.09447818,9.089753522,8.229244683,6.722630998,10.62121538,6.100318952,10.62121538,6.100318952,9.408063805,4.919980926
Alhambra & N,0,CA,38.568368,-121.467183,3,Sacramento,500113,13.12258935,5115.259386,145.798766,2909.981121,0.047522233,1092.370288,37.18738455,586.3077098,0.05968575,166.9165317,8.276099129,92.61926041,0,2,0,1,2,0,0,1,0.0023,5830000,2083750,443750,10755,3623,480,41078.40045,505,41078.40045,505,13418.91023,169,8.539983583,4.982234215,7.975902216,-3.025733166,6.996106106,3.615996469,6.373846459,-2.80204637,5.117499868,2.11349256,4.528507913,-5.713832811,15.57852756,14.54967971,13.00301662,9.283126135,8.195057967,6.173788187,10.62323773,6.224558429,10.62323773,6.224558429,9.504420202,5.129898715
